QUESTION,GROUND TRUTH,RETRIEVED ANSWER K=1,RETRIEVED ANSWER K=2,SIMILARITY SCORE K=1,SIMILARITY SCORE K=2,DISTANCE K=1,DISTANCE K=2
What does the requirement of oil mixing suggest about the lubrication system of a 2-cycle engine?,"FUEL; MIXING GASOLINE AND OIL
WARNING! The engine used on this water pump is of a 2-cycle design. The internal moving parts
of the engine, i.e., crankshaft bearings, piston pin bearings and piston to cylinder wall contact surfaces, require oil mixed with the gasoline for lubrication. Failure to add oil to the gasoline or failure
to mix oil with the gasoline at the appropriate ratio will cause major engine damage which will void
your warranty. For your fuel premix, only use Maruyama 50:1 2-Cycle Oil or a quality oil desigried
for 2-cycle air-cooled engines.
FUEL MIXTURE: When using genuine Maruyama 50:1 2-Cycle Oil, the fuel: oil ratio is 50 parts
gasoline to 1 part oil or 50:1. If Maruyama 2-cycle engine oil is not available, use a good quality 2-
cycle, are-cooled engine oil mixéd at a ratio of 25:1.","for lubrication. Failure to add oil to the gasoline or failure to mix oil with the gasoline at the appropriate ratio will cause major engine damage which will void your warranty. For your fuel premix, only use Maruyama 2-Stroke Oil or quality oil designed for 2-stroke air-cooled engine.","designed for 2-stroke air-cooled engine. FUEL MIXTURE When using genuine Maruyama 2-Stroke Oil, or quality oil designed for stroke air-cooled engines, oil ratio is parts gasoline to part oil or",0.7416731119155884,0.6999146342277527,0.7187864184379578,0.7747069001197815
What central message is emphasized in these mixing instructions?,"FUEL; MIXING GASOLINE AND OIL
WARNING! The engine used on this water pump is of a 2-cycle design. The internal moving parts
of the engine, i.e., crankshaft bearings, piston pin bearings and piston to cylinder wall contact surfaces, require oil mixed with the gasoline for lubrication. Failure to add oil to the gasoline or failure
to mix oil with the gasoline at the appropriate ratio will cause major engine damage which will void
your warranty. For your fuel premix, only use Maruyama 50:1 2-Cycle Oil or a quality oil desigried
for 2-cycle air-cooled engines.
FUEL MIXTURE: When using genuine Maruyama 50:1 2-Cycle Oil, the fuel: oil ratio is 50 parts
gasoline to 1 part oil or 50:1. If Maruyama 2-cycle engine oil is not available, use a good quality 2-
cycle, are-cooled engine oil mixéd at a ratio of 25:1.","Ratios less the (for example, 100 1), reduce the amount lubrication to the internal moving parts the engine and can cause damage. MIXING INSTRUCTIONS Always mix fuel and oil in clean container approved for gasoline. Mark the container to","engines, oil ratio is parts gasoline to part oil or CAUTION! If Maruyama brand oil is not used, never use mixing ratio less than regardless the oil package mixing instructions. Ratios less the (for example, 100 1), reduce the amount",0.5340782999992371,0.7250107526779175,0.9653204083442688,0.7416054606437683
What is the potential consequence of using the wrong oil ratio in the fuel mixture?,"FUEL; MIXING GASOLINE AND OIL
WARNING! The engine used on this water pump is of a 2-cycle design. The internal moving parts
of the engine, i.e., crankshaft bearings, piston pin bearings and piston to cylinder wall contact surfaces, require oil mixed with the gasoline for lubrication. Failure to add oil to the gasoline or failure
to mix oil with the gasoline at the appropriate ratio will cause major engine damage which will void
your warranty. For your fuel premix, only use Maruyama 50:1 2-Cycle Oil or a quality oil desigried
for 2-cycle air-cooled engines.
FUEL MIXTURE: When using genuine Maruyama 50:1 2-Cycle Oil, the fuel: oil ratio is 50 parts
gasoline to 1 part oil or 50:1. If Maruyama 2-cycle engine oil is not available, use a good quality 2-
cycle, are-cooled engine oil mixéd at a ratio of 25:1.","for lubrication. Failure to add oil to the gasoline or failure to mix oil with the gasoline at the appropriate ratio will cause major engine damage which will void your warranty. For your fuel premix, only use Maruyama 2-Stroke Oil or quality oil designed for 2-stroke air-cooled engine.","Ratios less the (for example, 100 1), reduce the amount lubrication to the internal moving parts the engine and can cause damage. MIXING INSTRUCTIONS Always mix fuel and oil in clean container approved for gasoline. Mark the container to",0.7416731119155884,0.5340782999992371,0.7187864184379578,0.9653204083442688
List all key requirements for preparing the correct fuel mixture.,"FUEL; MIXING GASOLINE AND OIL
WARNING! The engine used on this water pump is of a 2-cycle design. The internal moving parts
of the engine, i.e., crankshaft bearings, piston pin bearings and piston to cylinder wall contact surfaces, require oil mixed with the gasoline for lubrication. Failure to add oil to the gasoline or failure
to mix oil with the gasoline at the appropriate ratio will cause major engine damage which will void
your warranty. For your fuel premix, only use Maruyama 50:1 2-Cycle Oil or a quality oil desigried
for 2-cycle air-cooled engines.
FUEL MIXTURE: When using genuine Maruyama 50:1 2-Cycle Oil, the fuel: oil ratio is 50 parts
gasoline to 1 part oil or 50:1. If Maruyama 2-cycle engine oil is not available, use a good quality 2-
cycle, are-cooled engine oil mixéd at a ratio of 25:1.","Ratios less the (for example, 100 1), reduce the amount lubrication to the internal moving parts the engine and can cause damage. MIXING INSTRUCTIONS Always mix fuel and oil in clean container approved for gasoline. Mark the container to",during cap removal. Always shake the premix fuel container momentarily before filling the fuel tank. Always use spout or funnel when fueling to reduce fuel spillage. Only fill the tank to within inch from the top the tank. Avoid filing to the top the tank filler neck. NOTE,0.5340782999992371,0.32636559009552,0.9653204083442688,1.1607190370559692
Group the instructions based on type of oil used and corresponding fuel ratio.,"FUEL; MIXING GASOLINE AND OIL
WARNING! The engine used on this water pump is of a 2-cycle design. The internal moving parts
of the engine, i.e., crankshaft bearings, piston pin bearings and piston to cylinder wall contact surfaces, require oil mixed with the gasoline for lubrication. Failure to add oil to the gasoline or failure
to mix oil with the gasoline at the appropriate ratio will cause major engine damage which will void
your warranty. For your fuel premix, only use Maruyama 50:1 2-Cycle Oil or a quality oil desigried
for 2-cycle air-cooled engines.
FUEL MIXTURE: When using genuine Maruyama 50:1 2-Cycle Oil, the fuel: oil ratio is 50 parts
gasoline to 1 part oil or 50:1. If Maruyama 2-cycle engine oil is not available, use a good quality 2-
cycle, are-cooled engine oil mixéd at a ratio of 25:1.","engines, oil ratio is parts gasoline to part oil or CAUTION! If Maruyama brand oil is not used, never use mixing ratio less than regardless the oil package mixing instructions. Ratios less the (for example, 100 1), reduce the amount","Ratios less the (for example, 100 1), reduce the amount lubrication to the internal moving parts the engine and can cause damage. MIXING INSTRUCTIONS Always mix fuel and oil in clean container approved for gasoline. Mark the container to",0.7250107526779175,0.5340782999992371,0.7416054606437683,0.9653204083442688
How should an operator correctly prepare a 5-gallon fuel mix using other brands of 2-cycle oil?,"FUEL MIXTURE CHART:
Gasoline Maruyama 50:1 2-Cycle Oil Gasoline Other brands of 2-Cycle Oil
1 gallon 2.6 oz. 1 gallon 5.2 oz.
2 1/2 gallon 6.4 oz. 2 1/2 gallon 12.8 oz.
5 gallon 12.8 oz. 5 gallon 25.6 oz.
MIXING INSTRUCTIONS: Always mix fuel and oil in a clean container approved for gasoline.
Mark the container to identify it as fuel mix for the water pump. Use regular unleaded gasoline and
fill the container with half the required amount of gasoline. Pour the correct amount of oil into the
container then add the remaining amount of gasoline. Close the container tightly and shake it
momentarily to evenly mix the oil and the gasoline before filling the fuel tank on the water pump.
FILL MARK
GAS OIL GAS
+
HALF GASOLINE ADD OIL ADD REMAINING
GASOLINE
☑ SHAKE
(MIX OIL AND GASOLINE)
When refilling the fuel tank, clean around the fuel tank cap before removing it to prevent dirt and
debris from entering the tank during cap removal. Always shake the premix fuel container momentarily before filling the fuel tank.
Always use a spout or funnel when fueling to reduce fuel spillage. Only fill the tank to within 1/4
1/2 inch from the top of the tank. Avoid filling to the top of the tank filler neck.","Carburetor All position diaphragm Fuel Tank Capacity 2.1 Fuel Mixture Using MARUYAMA 2-cycle Engine Oil or any quality 2-cycle engine oil designed for use in air-cooled, high performance 2-cycle engines. Attachments (Standard) Flexible Pipe, Swivel Pipe Straight Pipe, End Pipe","for lubrication. Failure to add oil to the gasoline or failure to mix oil with the gasoline at the appropriate ratio will cause major engine damage which will void your warranty. For your fuel premix, only use Maruyama 2-Stroke Oil or quality oil designed for 2-stroke air-cooled engine.",0.49084731936454773,0.5005025267601013,1.0091111660003662,0.9994973540306091
What does the instruction to always shake the container before refueling suggest about oil separation?,"FUEL MIXTURE CHART:
Gasoline Maruyama 50:1 2-Cycle Oil Gasoline Other brands of 2-Cycle Oil
1 gallon 2.6 oz. 1 gallon 5.2 oz.
2 1/2 gallon 6.4 oz. 2 1/2 gallon 12.8 oz.
5 gallon 12.8 oz. 5 gallon 25.6 oz.
MIXING INSTRUCTIONS: Always mix fuel and oil in a clean container approved for gasoline.
Mark the container to identify it as fuel mix for the water pump. Use regular unleaded gasoline and
fill the container with half the required amount of gasoline. Pour the correct amount of oil into the
container then add the remaining amount of gasoline. Close the container tightly and shake it
momentarily to evenly mix the oil and the gasoline before filling the fuel tank on the water pump.
FILL MARK
GAS OIL GAS
+
HALF GASOLINE ADD OIL ADD REMAINING
GASOLINE
☑ SHAKE
(MIX OIL AND GASOLINE)
When refilling the fuel tank, clean around the fuel tank cap before removing it to prevent dirt and
debris from entering the tank during cap removal. Always shake the premix fuel container momentarily before filling the fuel tank.
Always use a spout or funnel when fueling to reduce fuel spillage. Only fill the tank to within 1/4
1/2 inch from the top of the tank. Avoid filling to the top of the tank filler neck.",during cap removal. Always shake the premix fuel container momentarily before filling the fuel tank. Always use spout or funnel when fueling to reduce fuel spillage. Only fill the tank to within inch from the top the tank. Avoid filing to the top the tank filler neck. NOTE,"container tightly and shake momentarily to evenly mix the oil and the gasoline before filling the fuel tank on the Backpack Blower. When refilling the Backpack Blower fuel tank, clean around the fuel tank cap to prevent dirt and debris for entering the tank",0.6179481744766235,0.5266553163528442,0.8741302490234375,0.9729794859886169
Why is a spout or funnel recommended during fueling?,"FUEL MIXTURE CHART:
Gasoline Maruyama 50:1 2-Cycle Oil Gasoline Other brands of 2-Cycle Oil
1 gallon 2.6 oz. 1 gallon 5.2 oz.
2 1/2 gallon 6.4 oz. 2 1/2 gallon 12.8 oz.
5 gallon 12.8 oz. 5 gallon 25.6 oz.
MIXING INSTRUCTIONS: Always mix fuel and oil in a clean container approved for gasoline.
Mark the container to identify it as fuel mix for the water pump. Use regular unleaded gasoline and
fill the container with half the required amount of gasoline. Pour the correct amount of oil into the
container then add the remaining amount of gasoline. Close the container tightly and shake it
momentarily to evenly mix the oil and the gasoline before filling the fuel tank on the water pump.
FILL MARK
GAS OIL GAS
+
HALF GASOLINE ADD OIL ADD REMAINING
GASOLINE
☑ SHAKE
(MIX OIL AND GASOLINE)
When refilling the fuel tank, clean around the fuel tank cap before removing it to prevent dirt and
debris from entering the tank during cap removal. Always shake the premix fuel container momentarily before filling the fuel tank.
Always use a spout or funnel when fueling to reduce fuel spillage. Only fill the tank to within 1/4
1/2 inch from the top of the tank. Avoid filling to the top of the tank filler neck.",during cap removal. Always shake the premix fuel container momentarily before filling the fuel tank. Always use spout or funnel when fueling to reduce fuel spillage. Only fill the tank to within inch from the top the tank. Avoid filing to the top the tank filler neck. NOTE,not fill the fuel tank when the engine is hot or running Fill the fuel tank outdoors and only to one-half inch from the top the tank. not fill the filler neck. Wipe away any spilled gasoline before starting the engine.,0.6179481744766235,0.5158101320266724,0.8741302490234375,0.9840628504753113
How does the oil quantity differ between Maruyama oil and other 2-cycle oils for a 2.5-gallon mix?,"FUEL MIXTURE CHART:
Gasoline Maruyama 50:1 2-Cycle Oil Gasoline Other brands of 2-Cycle Oil
1 gallon 2.6 oz. 1 gallon 5.2 oz.
2 1/2 gallon 6.4 oz. 2 1/2 gallon 12.8 oz.
5 gallon 12.8 oz. 5 gallon 25.6 oz.
MIXING INSTRUCTIONS: Always mix fuel and oil in a clean container approved for gasoline.
Mark the container to identify it as fuel mix for the water pump. Use regular unleaded gasoline and
fill the container with half the required amount of gasoline. Pour the correct amount of oil into the
container then add the remaining amount of gasoline. Close the container tightly and shake it
momentarily to evenly mix the oil and the gasoline before filling the fuel tank on the water pump.
FILL MARK
GAS OIL GAS
+
HALF GASOLINE ADD OIL ADD REMAINING
GASOLINE
☑ SHAKE
(MIX OIL AND GASOLINE)
When refilling the fuel tank, clean around the fuel tank cap before removing it to prevent dirt and
debris from entering the tank during cap removal. Always shake the premix fuel container momentarily before filling the fuel tank.
Always use a spout or funnel when fueling to reduce fuel spillage. Only fill the tank to within 1/4
1/2 inch from the top of the tank. Avoid filling to the top of the tank filler neck.","Carburetor All position diaphragm Fuel Tank Capacity 2.1 Fuel Mixture Using MARUYAMA 2-cycle Engine Oil or any quality 2-cycle engine oil designed for use in air-cooled, high performance 2-cycle engines. Attachments (Standard) Flexible Pipe, Swivel Pipe Straight Pipe, End Pipe","designed for 2-stroke air-cooled engine. FUEL MIXTURE When using genuine Maruyama 2-Stroke Oil, or quality oil designed for stroke air-cooled engines, oil ratio is parts gasoline to part oil or",0.49084731936454773,0.47227784991264343,1.0091111660003662,1.0273481607437134
"Group the instructions into categories: preparation, mixing process, and fueling procedure.","FUEL MIXTURE CHART:
Gasoline Maruyama 50:1 2-Cycle Oil Gasoline Other brands of 2-Cycle Oil
1 gallon 2.6 oz. 1 gallon 5.2 oz.
2 1/2 gallon 6.4 oz. 2 1/2 gallon 12.8 oz.
5 gallon 12.8 oz. 5 gallon 25.6 oz.
MIXING INSTRUCTIONS: Always mix fuel and oil in a clean container approved for gasoline.
Mark the container to identify it as fuel mix for the water pump. Use regular unleaded gasoline and
fill the container with half the required amount of gasoline. Pour the correct amount of oil into the
container then add the remaining amount of gasoline. Close the container tightly and shake it
momentarily to evenly mix the oil and the gasoline before filling the fuel tank on the water pump.
FILL MARK
GAS OIL GAS
+
HALF GASOLINE ADD OIL ADD REMAINING
GASOLINE
☑ SHAKE
(MIX OIL AND GASOLINE)
When refilling the fuel tank, clean around the fuel tank cap before removing it to prevent dirt and
debris from entering the tank during cap removal. Always shake the premix fuel container momentarily before filling the fuel tank.
Always use a spout or funnel when fueling to reduce fuel spillage. Only fill the tank to within 1/4
1/2 inch from the top of the tank. Avoid filling to the top of the tank filler neck.",during cap removal. Always shake the premix fuel container momentarily before filling the fuel tank. Always use spout or funnel when fueling to reduce fuel spillage. Only fill the tank to within inch from the top the tank. Avoid filing to the top the tank filler neck. NOTE,"Ratios less the (for example, 100 1), reduce the amount lubrication to the internal moving parts the engine and can cause damage. MIXING INSTRUCTIONS Always mix fuel and oil in clean container approved for gasoline. Mark the container to",0.6179481744766235,0.5872998237609863,0.8741302490234375,0.9085153937339783
Why must the water pump always be primed with water before starting the engine?,"OPERATING THE WATER PUMP Remove the water inlet cap Fill the pump casing with priming water until it is full. Shake the equipment slightly so that trapped air is easily removed. 2. Fasten the cap tightly. WARNING: (1) Never start the engine without first priming the pump. If the engine is started without first priming the pump with water, the water pump mechanical seal will be permanently damaged. (2) Before running the engine, be sure to immerse the suction hose in the water. Running the engine with only priming water will cause the temperature of the priming water to rise, damaging the mechanical seal. 3. After the engine starts, the pump will gradually start suction. Once suction starts, let the pump run 2-3 minutes to warm up, and then operate it at the specified rpm setting. 4. To stop water pump operation, press the engine stop button. 5. When the engine is restarted, the pump will operate without priming, but the level of the water inside the casing must be checked before starting in the event that the suction hose end is exposed, the installation site is changed, or the pump has not been used for a long time.","starter grip until is at the fully returned position. STEP Warming the engine. When the engine has started, slowly move the CHOKE LEVER fully downward to the open position. Allow the engine to WARM-UP at less than speed. PRIMER BULB FUEL RETURN LINE STARTER GRIP","for lubrication. Failure to add oil to the gasoline or failure to mix oil with the gasoline at the appropriate ratio will cause major engine damage which will void your warranty. For your fuel premix, only use Maruyama 2-Stroke Oil or quality oil designed for 2-stroke air-cooled engine.",0.4549729824066162,0.05730418488383293,1.0440565347671509,1.3730956315994263
"Group the precautions and procedures into categories: before starting, during operation, and restarting.","OPERATING THE WATER PUMP Remove the water inlet cap Fill the pump casing with priming water until it is full. Shake the equipment slightly so that trapped air is easily removed. 2. Fasten the cap tightly. WARNING: (1) Never start the engine without first priming the pump. If the engine is started without first priming the pump with water, the water pump mechanical seal will be permanently damaged. (2) Before running the engine, be sure to immerse the suction hose in the water. Running the engine with only priming water will cause the temperature of the priming water to rise, damaging the mechanical seal. 3. After the engine starts, the pump will gradually start suction. Once suction starts, let the pump run 2-3 minutes to warm up, and then operate it at the specified rpm setting. 4. To stop water pump operation, press the engine stop button. 5. When the engine is restarted, the pump will operate without priming, but the level of the water inside the casing must be checked before starting in the event that the suction hose end is exposed, the installation site is changed, or the pump has not been used for a long time.","Make sure you read the Owner Operator Manual thoroughly prior to use. Wear protective gear. Wear protectors such hat, safety glasses, ear plugs during work. Cautions for high temperatures Muffler engine, fin cylinder, etc. are at high temperatures. Don touch them.",ASSEMBLY INSTRUCTIONS EMISSION CONTROL INFORMATION BEFORE OPERATION MAINTENANCE This symbol accompanied the words WARNING and DANGER,0.1738065779209137,0.08331990987062454,1.2854520082473755,1.3540163040161133
What does the requirement to “shake the equipment slightly” imply about trapped air’s effect on pump performance?,"OPERATING THE WATER PUMP Remove the water inlet cap Fill the pump casing with priming water until it is full. Shake the equipment slightly so that trapped air is easily removed. 2. Fasten the cap tightly. WARNING: (1) Never start the engine without first priming the pump. If the engine is started without first priming the pump with water, the water pump mechanical seal will be permanently damaged. (2) Before running the engine, be sure to immerse the suction hose in the water. Running the engine with only priming water will cause the temperature of the priming water to rise, damaging the mechanical seal. 3. After the engine starts, the pump will gradually start suction. Once suction starts, let the pump run 2-3 minutes to warm up, and then operate it at the specified rpm setting. 4. To stop water pump operation, press the engine stop button. 5. When the engine is restarted, the pump will operate without priming, but the level of the water inside the casing must be checked before starting in the event that the suction hose end is exposed, the installation site is changed, or the pump has not been used for a long time.","Check your equipment before operation, especially the muffler, air intakes, and air filters. Use rakes and brooms to loosen debris before blowing. In dusty conditions, slightly dampen surfaces when water is available.",during cap removal. Always shake the premix fuel container momentarily before filling the fuel tank. Always use spout or funnel when fueling to reduce fuel spillage. Only fill the tank to within inch from the top the tank. Avoid filing to the top the tank filler neck. NOTE,0.23197077214717865,0.4008256196975708,1.2393782138824463,1.0946911573410034
Why is a 2–3 minute warm-up period recommended after suction begins?,"OPERATING THE WATER PUMP Remove the water inlet cap Fill the pump casing with priming water until it is full. Shake the equipment slightly so that trapped air is easily removed. 2. Fasten the cap tightly. WARNING: (1) Never start the engine without first priming the pump. If the engine is started without first priming the pump with water, the water pump mechanical seal will be permanently damaged. (2) Before running the engine, be sure to immerse the suction hose in the water. Running the engine with only priming water will cause the temperature of the priming water to rise, damaging the mechanical seal. 3. After the engine starts, the pump will gradually start suction. Once suction starts, let the pump run 2-3 minutes to warm up, and then operate it at the specified rpm setting. 4. To stop water pump operation, press the engine stop button. 5. When the engine is restarted, the pump will operate without priming, but the level of the water inside the casing must be checked before starting in the event that the suction hose end is exposed, the installation site is changed, or the pump has not been used for a long time.","starter grip until is at the fully returned position. STEP Warming the engine. When the engine has started, slowly move the CHOKE LEVER fully downward to the open position. Allow the engine to WARM-UP at less than speed. PRIMER BULB FUEL RETURN LINE STARTER GRIP","Cleaning debris from intake guard. Never use the blower without the GUARD the blower. Before each use, check that the GUARD is attached in place and is free from any damage. POTENTIAL HAZARD Muffler surface becomes hot when Backpack blower is in operation and remains hot for some",0.4549729824066162,0.11609701067209244,1.0440565347671509,1.3295886516571045
List all the steps involved in starting and operating the water pump.,"OPERATING THE WATER PUMP Remove the water inlet cap Fill the pump casing with priming water until it is full. Shake the equipment slightly so that trapped air is easily removed. 2. Fasten the cap tightly. WARNING: (1) Never start the engine without first priming the pump. If the engine is started without first priming the pump with water, the water pump mechanical seal will be permanently damaged. (2) Before running the engine, be sure to immerse the suction hose in the water. Running the engine with only priming water will cause the temperature of the priming water to rise, damaging the mechanical seal. 3. After the engine starts, the pump will gradually start suction. Once suction starts, let the pump run 2-3 minutes to warm up, and then operate it at the specified rpm setting. 4. To stop water pump operation, press the engine stop button. 5. When the engine is restarted, the pump will operate without priming, but the level of the water inside the casing must be checked before starting in the event that the suction hose end is exposed, the installation site is changed, or the pump has not been used for a long time.","starter grip until is at the fully returned position. STEP Warming the engine. When the engine has started, slowly move the CHOKE LEVER fully downward to the open position. Allow the engine to WARM-UP at less than speed. PRIMER BULB FUEL RETURN LINE STARTER GRIP",FRAME with your right foot gently. Pull the STARTER GRIP briskly to start the engine. NOTE Only short pulls are necessary. Never pull the starter cord to its fullest extension. Never let the starter grip until is at the fully returned position. STEP Warming the engine.,0.4549729824066162,0.3939409852027893,1.0440565347671509,1.1009622812271118
How does the process differ between starting the pump for the first time and restarting it after previous use?,"OPERATING THE WATER PUMP
Remove the water inlet cap
Fill the pump casing with priming water until it is full.
Shake the equipment slightly so that trapped air is
easily removed.
2. Fasten the cap tightly.
WARNING: (1) Never start the engine without first priming the pump. If the engine is started
without first priming the pump with water, the water pump mechanical seal will
be permanently damaged.
(2) Before running the engine, be sure to immerse the suction hose in the water.
Running the engine with only priming water will cause the temperature of the
priming water to rise, damaging the mechanical seal.
3. After the engine starts, the pump will gradually start suction. Once suction starts, let the pump
run 2-3 minutes to warm up, and then operate it at the specified rpm setting.
4. To stop water pump operation, press the engine stop button.
5. When the engine is restarted, the pump will operate without priming, but the level of the water
inside the casing must be checked before starting in the event that the suction hose end is
exposed, the installation site is changed, or the pump has not been used for a long time.","OPERATING INSTRUCTIONS STARTING PROCEDURE STEP Set the LEVER at speed. If MARUYAMA engine fails to start after following the above procedures, contact authorized MARUYAMA dealer. STEP",from the fuel-return line. Start the engine and allow to run until stops. Pull the starter cord few times to remove any excess fuel from the engine. Remove the spark plug and insert small amount oil into the cylinder. Slowly pull the starter cord and bring the piston to,0.34793853759765625,0.36761415004730225,1.141982078552246,1.1246206760406494
Identify and list all actions that protect the pump’s mechanical seal.,"OPERATING THE WATER PUMP
Remove the water inlet cap
Fill the pump casing with priming water until it is full.
Shake the equipment slightly so that trapped air is
easily removed.
2. Fasten the cap tightly.
WARNING: (1) Never start the engine without first priming the pump. If the engine is started
without first priming the pump with water, the water pump mechanical seal will
be permanently damaged.
(2) Before running the engine, be sure to immerse the suction hose in the water.
Running the engine with only priming water will cause the temperature of the
priming water to rise, damaging the mechanical seal.
3. After the engine starts, the pump will gradually start suction. Once suction starts, let the pump
run 2-3 minutes to warm up, and then operate it at the specified rpm setting.
4. To stop water pump operation, press the engine stop button.
5. When the engine is restarted, the pump will operate without priming, but the level of the water
inside the casing must be checked before starting in the event that the suction hose end is
exposed, the installation site is changed, or the pump has not been used for a long time.","reading the Owner Operator Manual. Become familiar with the controls and know how to stop the engine quickly. Always use eye protection and hearing protection. Keep the area operation clear all persons, particularly small children and pets.","fasteners for correct tightness, and cleaning the entire machine. Contact authorized MARUYAMA dealer for additional maintenance suggestions. SCREW SCREW SPARK ARRESTER GUARD POTENTIAL HAZARD When engine is running, fan is rotating and other parts are moving. WHAT CAN HAPPEN",0.28815653920173645,0.1739371120929718,1.1931835412979126,1.2853504419326782
What steps must an operator follow before starting the engine to ensure proper pump operation?,"OPERATING THE WATER PUMP
Remove the water inlet cap
Fill the pump casing with priming water until it is full.
Shake the equipment slightly so that trapped air is
easily removed.
2. Fasten the cap tightly.
WARNING: (1) Never start the engine without first priming the pump. If the engine is started
without first priming the pump with water, the water pump mechanical seal will
be permanently damaged.
(2) Before running the engine, be sure to immerse the suction hose in the water.
Running the engine with only priming water will cause the temperature of the
priming water to rise, damaging the mechanical seal.
3. After the engine starts, the pump will gradually start suction. Once suction starts, let the pump
run 2-3 minutes to warm up, and then operate it at the specified rpm setting.
4. To stop water pump operation, press the engine stop button.
5. When the engine is restarted, the pump will operate without priming, but the level of the water
inside the casing must be checked before starting in the event that the suction hose end is
exposed, the installation site is changed, or the pump has not been used for a long time.","reading the Owner Operator Manual. Become familiar with the controls and know how to stop the engine quickly. Always use eye protection and hearing protection. Keep the area operation clear all persons, particularly small children and pets.","OPERATING INSTRUCTIONS STARTING PROCEDURE STEP Set the LEVER at speed. If MARUYAMA engine fails to start after following the above procedures, contact authorized MARUYAMA dealer. STEP",0.28815653920173645,0.34793853759765625,1.1931835412979126,1.141982078552246
What core principle is emphasized throughout these operating instructions?,"OPERATING THE WATER PUMP
Remove the water inlet cap
Fill the pump casing with priming water until it is full.
Shake the equipment slightly so that trapped air is
easily removed.
2. Fasten the cap tightly.
WARNING: (1) Never start the engine without first priming the pump. If the engine is started
without first priming the pump with water, the water pump mechanical seal will
be permanently damaged.
(2) Before running the engine, be sure to immerse the suction hose in the water.
Running the engine with only priming water will cause the temperature of the
priming water to rise, damaging the mechanical seal.
3. After the engine starts, the pump will gradually start suction. Once suction starts, let the pump
run 2-3 minutes to warm up, and then operate it at the specified rpm setting.
4. To stop water pump operation, press the engine stop button.
5. When the engine is restarted, the pump will operate without priming, but the level of the water
inside the casing must be checked before starting in the event that the suction hose end is
exposed, the installation site is changed, or the pump has not been used for a long time.","reading the Owner Operator Manual. Become familiar with the controls and know how to stop the engine quickly. Always use eye protection and hearing protection. Keep the area operation clear all persons, particularly small children and pets.",symbols or key words. The following is explanation those symbols and key words and what they mean to you. FOREWORD OPERATING INSTRUCTIONS Warning label,0.28815653920173645,0.12452086806297302,1.1931835412979126,1.3232377767562866
What could happen if the pump runs with only priming water and the suction hose is not immersed in water?,"OPERATING THE WATER PUMP
Remove the water inlet cap
Fill the pump casing with priming water until it is full.
Shake the equipment slightly so that trapped air is
easily removed.
2. Fasten the cap tightly.
WARNING: (1) Never start the engine without first priming the pump. If the engine is started
without first priming the pump with water, the water pump mechanical seal will
be permanently damaged.
(2) Before running the engine, be sure to immerse the suction hose in the water.
Running the engine with only priming water will cause the temperature of the
priming water to rise, damaging the mechanical seal.
3. After the engine starts, the pump will gradually start suction. Once suction starts, let the pump
run 2-3 minutes to warm up, and then operate it at the specified rpm setting.
4. To stop water pump operation, press the engine stop button.
5. When the engine is restarted, the pump will operate without priming, but the level of the water
inside the casing must be checked before starting in the event that the suction hose end is
exposed, the installation site is changed, or the pump has not been used for a long time.","STEP Pump the PRIMER BULB under the carburetor until fuel can seen flowing through the FUEL-RETURN LINE STEP Move the CHOKE LEVER fully upward to the closed position. If the engine is already warm, only partial or open (no choke) choke setting may required.","for lubrication. Failure to add oil to the gasoline or failure to mix oil with the gasoline at the appropriate ratio will cause major engine damage which will void your warranty. For your fuel premix, only use Maruyama 2-Stroke Oil or quality oil designed for 2-stroke air-cooled engine.",0.48126012086868286,0.05730418488383293,1.0185675621032715,1.3730956315994263
How should an operator start a warm engine or when the temperature exceeds 70°F (20°C)?,"STARTING AND STOPPING PROCEDURE
Before Starting The Engine: Fill the fuel tank as instructed in the BEFORE OPERATION section
and prime the water pump as instructed in the operating The Water Pump section of this manual.
To Start Engine:
Step #1) Pump the primer-bulb at the bottom of
the carburetor until fuel can be seen
flowing thorough the fuel-return line to
the fuel tank. (Flowing fuel should be
clear, not foamy or full of bubbles.) INTAKE
PUMP
PRIMER BULB FUEL-RETURN LINE
Step #2) Turn the choke lever to the close position.
PULL TO START
CHOKE LEVER
Step #3) With the stop switch ""ON"", and the
throttle lever positioned at IDLE, pull the
starter cord. After the engine is started,
turn the choke lever to the Open position.
IDLE POSITION
ON
FULL
OFF THROTTLE
POSITION
STOP
SWITCH THROTTLE LEVER
For starting an engine that is already warmed-up (hot restart), or if the ambient temperature
exceeds 70°F (20°C), turn the choke lever to the Open position, and perform Steps #1) and #3).
(If a MARUYAMA engine fails to start after following the above procedures, contact an authorized
MARUYAMA dealer.)
To Stop The Engine:
1. Move throttle lever to the idle position.
2. Move the stop switch to the ""OFF"" position.","Make sure you read the Owner Operator Manual thoroughly prior to use. Wear protective gear. Wear protectors such hat, safety glasses, ear plugs during work. Cautions for high temperatures Muffler engine, fin cylinder, etc. are at high temperatures. Don touch them.","starter grip until is at the fully returned position. STEP Warming the engine. When the engine has started, slowly move the CHOKE LEVER fully downward to the open position. Allow the engine to WARM-UP at less than speed. PRIMER BULB FUEL RETURN LINE STARTER GRIP",0.21003201603889465,0.6443756222724915,1.2569550275802612,0.8433557152748108
